Insurance Internal ID,State,Payor,"Payor, State",Insurance Internal ID2,Service_Address,Entity,NPI of entity ,Entity Tin,Payor Type,Active Individual Enrollment ,Status of contracting team,Notes,Billing address , Company,Contract Effective Date,Date Submitted to Medallion,Date Updated,Is_non_BCBA_compliant,Regions,All regions 4 state ,Is License required?
233,CA,Magellan,"Magellan, CA",233,"5501 Antique Rose Way, Riverbank, CA 95367-9505",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
233,CA,Magellan,"Magellan, CA",233,"6760 N. West Avenue, Suite 101, Fresno, CA 93711-1396",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
233,CA,Magellan,"Magellan, CA",233,"3745 Long Beach Blvd, Ste 100, Long Beach, CA 90807-3340",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
233,CA,Magellan,"Magellan, CA",233,"1300 Ethan Way Ste. 175, Sacramento, CA 95825-2277",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
233,CA,Magellan,"Magellan, CA",233,"2230 Longport Ct. #130, Elk Grove, CA 95758-7182",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
233,CA,Magellan,"Magellan, CA",233,"6560 Lonetree Blvd, Suite 100, Rocklin, CA 95765-5891",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
233,CA,Magellan,"Magellan, CA",233,"8950 Cal Center Dr. #137, Sacramento, CA 95826-3236",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
234,CA,Magellan MCD,"Magellan MCD, CA",234,"3620 W. Hammer Lane, Stockton, CA 95219-5435",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
234,CA,Magellan MCD,"Magellan MCD, CA",234,"5501 Antique Rose Way, Riverbank, CA 95367-9505",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
234,CA,Magellan MCD,"Magellan MCD, CA",234,"6760 N. West Avenue, Suite 101, Fresno, CA 93711-1396",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
234,CA,Magellan MCD,"Magellan MCD, CA",234,"3745 Long Beach Blvd, Ste 100, Long Beach, CA 90807-3340",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
234,CA,Magellan MCD,"Magellan MCD, CA",234,"1300 Ethan Way Ste. 175, Sacramento, CA 95825-2277",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
234,CA,Magellan MCD,"Magellan MCD, CA",234,"2230 Longport Ct. #130, Elk Grove, CA 95758-7182",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
234,CA,Magellan MCD,"Magellan MCD, CA",234,"6560 Lonetree Blvd, Suite 100, Rocklin, CA 95765-5891",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
234,CA,Magellan MCD,"Magellan MCD, CA",234,"8950 Cal Center Dr. #137, Sacramento, CA 95826-3236",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
241,CA,MHN,"MHN, CA",241,"3620 W. Hammer Lane, Stockton, CA 95219-5435",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
241,CA,MHN,"MHN, CA",241,"5501 Antique Rose Way, Riverbank, CA 95367-9505",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
241,CA,MHN,"MHN, CA",241,"6760 N. West Avenue, Suite 101, Fresno, CA 93711-1396",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
241,CA,MHN,"MHN, CA",241,"3745 Long Beach Blvd, Ste 100, Long Beach, CA 90807-3340",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
241,CA,MHN,"MHN, CA",241,"1300 Ethan Way Ste. 175, Sacramento, CA 95825-2277",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
241,CA,MHN,"MHN, CA",241,"2230 Longport Ct. #130, Elk Grove, CA 95758-7182",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
241,CA,MHN,"MHN, CA",241,"6560 Lonetree Blvd, Suite 100, Rocklin, CA 95765-5891",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
241,CA,MHN,"MHN, CA",241,"8950 Cal Center Dr. #137, Sacramento, CA 95826-3236",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
240,CA,MHN MCD,"MHN MCD, CA",240,"3620 W. Hammer Lane, Stockton, CA 95219-5435",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
240,CA,MHN MCD,"MHN MCD, CA",240,"5501 Antique Rose Way, Riverbank, CA 95367-9505",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
240,CA,MHN MCD,"MHN MCD, CA",240,"6760 N. West Avenue, Suite 101, Fresno, CA 93711-1396",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
240,CA,MHN MCD,"MHN MCD, CA",240,"3745 Long Beach Blvd, Ste 100, Long Beach, CA 90807-3340",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
240,CA,MHN MCD,"MHN MCD, CA",240,"1300 Ethan Way Ste. 175, Sacramento, CA 95825-2277",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
240,CA,MHN MCD,"MHN MCD, CA",240,"2230 Longport Ct. #130, Elk Grove, CA 95758-7182",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
240,CA,MHN MCD,"MHN MCD, CA",240,"6560 Lonetree Blvd, Suite 100, Rocklin, CA 95765-5891",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
240,CA,MHN MCD,"MHN MCD, CA",240,"8950 Cal Center Dr. #137, Sacramento, CA 95826-3236",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,One enrollment for both LOBs. Additional form may be required to support Medicaid enrollment.,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
244,CA,Molina,"Molina, CA",244,"3745 Long Beach Blvd, Ste 100, Long Beach, CA 90807-3340",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,f/u,"Per Cred., indv. Enrollment - Apps only reflect LB-Primary Address / CAQH includes all locations","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
244,CA,Molina,"Molina, CA",244,"1300 Ethan Way Ste. 175, Sacramento, CA 95825-2277",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,f/u,"Per Cred., indv. Enrollment - Apps only reflect LB-Primary Address / CAQH includes all locations","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
244,CA,Molina,"Molina, CA",244,"2230 Longport Ct. #130, Elk Grove, CA 95758-7182",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,f/u,"Per Cred., indv. Enrollment - Apps only reflect LB-Primary Address / CAQH includes all locations","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
244,CA,Molina,"Molina, CA",244,"6560 Lonetree Blvd, Suite 100, Rocklin, CA 95765-5891",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,f/u,"Per Cred., indv. Enrollment - Apps only reflect LB-Primary Address / CAQH includes all locations","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
244,CA,Molina,"Molina, CA",244,"8950 Cal Center Dr. #137, Sacramento, CA 95826-3236",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,f/u,"Per Cred., indv. Enrollment - Apps only reflect LB-Primary Address / CAQH includes all locations","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
248,CA,NBD,"NBD, CA",248,"3620 W. Hammer Lane, Stockton, CA 95219-5435",Kadiant LLC,1811547052,833935694,Commercial,No - VIA Group ,f/u,"Per Cred., no actions are carried out for this plan; Delegated","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,9/1/2020,11/29/2024,,,,,
248,CA,NBD,"NBD, CA",248,"5501 Antique Rose Way, Riverbank, CA 95367-9505",Kadiant LLC,1811547052,833935694,Commercial,No - VIA Group ,f/u,"Per Cred., no actions are carried out for this plan; Delegated","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,9/1/2020,11/29/2024,,,,,
248,CA,NBD,"NBD, CA",248,"6760 N. West Avenue, Suite 101, Fresno, CA 93711-1396",Kadiant LLC,1811547052,833935694,Commercial,No - VIA Group ,f/u,"Per Cred., no actions are carried out for this plan; Delegated","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,9/1/2020,11/29/2024,,,,,
248,CA,NBD,"NBD, CA",248,"3745 Long Beach Blvd, Ste 100, Long Beach, CA 90807-3340",Kadiant LLC,1811547052,833935694,Commercial,No - VIA Group ,f/u,"Per Cred., no actions are carried out for this plan; Delegated","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,9/1/2020,11/29/2024,,,,,
248,CA,NBD,"NBD, CA",248,"1300 Ethan Way Ste. 175, Sacramento, CA 95825-2277",Kadiant LLC,1811547052,833935694,Commercial,No - VIA Group ,f/u,"Per Cred., no actions are carried out for this plan; Delegated","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,9/1/2020,11/29/2024,,,,,
248,CA,NBD,"NBD, CA",248,"2230 Longport Ct. #130, Elk Grove, CA 95758-7182",Kadiant LLC,1811547052,833935694,Commercial,No - VIA Group ,f/u,"Per Cred., no actions are carried out for this plan; Delegated","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,9/1/2020,11/29/2024,,,,,
248,CA,NBD,"NBD, CA",248,"6560 Lonetree Blvd, Suite 100, Rocklin, CA 95765-5891",Kadiant LLC,1811547052,833935694,Commercial,No - VIA Group ,f/u,"Per Cred., no actions are carried out for this plan; Delegated","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,9/1/2020,11/29/2024,,,,,
248,CA,NBD,"NBD, CA",248,"8950 Cal Center Dr. #137, Sacramento, CA 95826-3236",Kadiant LLC,1811547052,833935694,Commercial,No - VIA Group ,f/u,"Per Cred., no actions are carried out for this plan; Delegated","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,9/1/2020,11/29/2024,,,,,
263,CA,PNOA,"PNOA, CA",263,"3620 W. Hammer Lane, Stockton, CA 95219-5435",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
263,CA,PNOA,"PNOA, CA",263,"5501 Antique Rose Way, Riverbank, CA 95367-9505",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
263,CA,PNOA,"PNOA, CA",263,"6760 N. West Avenue, Suite 101, Fresno, CA 93711-1396",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
263,CA,PNOA,"PNOA, CA",263,"3745 Long Beach Blvd, Ste 100, Long Beach, CA 90807-3340",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
263,CA,PNOA,"PNOA, CA",263,"1300 Ethan Way Ste. 175, Sacramento, CA 95825-2277",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
263,CA,PNOA,"PNOA, CA",263,"2230 Longport Ct. #130, Elk Grove, CA 95758-7182",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
263,CA,PNOA,"PNOA, CA",263,"6560 Lonetree Blvd, Suite 100, Rocklin, CA 95765-5891",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
263,CA,PNOA,"PNOA, CA",263,"8950 Cal Center Dr. #137, Sacramento, CA 95826-3236",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
282,CA,United Behavioral Health,"United Behavioral Health, CA",282,"3620 W. Hammer Lane, Stockton, CA 95219-5435",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
282,CA,United Behavioral Health,"United Behavioral Health, CA",282,"5501 Antique Rose Way, Riverbank, CA 95367-9505",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
282,CA,United Behavioral Health,"United Behavioral Health, CA",282,"6760 N. West Avenue, Suite 101, Fresno, CA 93711-1396",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
282,CA,United Behavioral Health,"United Behavioral Health, CA",282,"3745 Long Beach Blvd, Ste 100, Long Beach, CA 90807-3340",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
282,CA,United Behavioral Health,"United Behavioral Health, CA",282,"1300 Ethan Way Ste. 175, Sacramento, CA 95825-2277",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
282,CA,United Behavioral Health,"United Behavioral Health, CA",282,"2230 Longport Ct. #130, Elk Grove, CA 95758-7182",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
282,CA,United Behavioral Health,"United Behavioral Health, CA",282,"6560 Lonetree Blvd, Suite 100, Rocklin, CA 95765-5891",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
282,CA,United Behavioral Health,"United Behavioral Health, CA",282,"8950 Cal Center Dr. #137, Sacramento, CA 95826-3236",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
168,GA,Cigna,"Cigna, GA",168,"2810 Premiere Pkwy, Suite 500 , Duluth, GA 30097-8912",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,ID 5796610,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,10/12/2020,11/29/2024,,,,,
168,GA,Cigna,"Cigna, GA",168,"7360 McGinnis Ferry Rd, Suite 100, Johns Creek, GA 30024-6603",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,ID 5796611,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,10/12/2020,11/29/2024,,,,,
168,GA,Cigna,"Cigna, GA",168,"1519 Johnson Ferry Road, Suite #100, Marietta, GA 30062-6410",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,ID 5846865,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,10/12/2020,11/29/2024,,,,,
168,GA,Cigna,"Cigna, GA",168,"2711 Irvin Way, Suite 201, Decatur , GA 30030-1724",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,ID 5883058,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,10/12/2020,11/29/2024,,,,,
168,GA,Cigna,"Cigna, GA",168,"955 Interstate Ridge Drive Suite ABC, Gainesville, GA 30501-7013",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,ID 5958355,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,10/12/2020,11/29/2024,,,,,
150,OH,Buckeye,"Buckeye, OH",150,"3070 Riverside Dr. Ste 200, Columbus, OH 43221-2547",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,5/1/2024,11/29/2024,,,,,
242,OR,Moda ,"Moda , OR",242,"1675 S. W. Marlow Ave., Ste. 200, Portland, OR 97225-5102",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,8/1/2023,11/29/2024,,,,,
228,WA,Kaiser NW,"Kaiser NW, WA",228,"720 SE 160th Ave Ste 103 #154, Vancouver, WA 98684-8912",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,5/1/2022,11/29/2024,,,,,
136,CO,Anthem,"Anthem, CO",136,"2301 Blake Street, Suite 100 Denver, CO 80205",Attain ABA West LLC,1598313991,842877445,Commercial,Yes,Complete,Carelon,"850 Towbin Avenue, Lakewood NJ 08701",Attain,8/1/2021,11/29/2024,,,,,
176,CO,Colorado Medicaid,"Colorado Medicaid, CO",176,"2301 Blake Street, Suite 100 Denver, CO 80205",Attain ABA West LLC,1598313991,842877445,Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,2/23/2021,11/29/2024,,,,,
118,DC, MedStar," MedStar, DC",118,"1100 H Street NW, Washington, DC 20005",Sunrise Therapy LLC,1427388610,271356178,Managed Medicaid,yes,NEEDs review ,,"857 Towbin Avenue, Lakewood NJ 08701",Sunrise,5/28/2021,11/29/2024,,,,,
121,DC,Aetna,"Aetna, DC",121,"1050 Connecticut Ave NW, Suite 500, Washington D.C., 20036",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,12/1/2020,11/29/2024,,,,,
132,DC,Amerigroup,"Amerigroup, DC",132,"1050 Connecticut Ave NW, Suite 500, Washington D.C., 20036",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/1/2023,11/29/2024,,,,,
132,DC,Amerigroup,"Amerigroup, DC",132,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/1/2023,11/29/2024,,,,,
132,DC,Amerigroup,"Amerigroup, DC",132,"400 East Pratt Street, 8th Floor, Baltimore Maryland 21202",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/1/2023,11/29/2024,,,,,
134,DC,AmeriHealth ,"AmeriHealth , DC",134,"1050 Connecticut Ave NW, Suite 500, Washington D.C., 20036",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/15/2021,11/29/2024,,,,,
134,DC,AmeriHealth ,"AmeriHealth , DC",134,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/15/2021,11/29/2024,,,,,
194,GA,ComPsych,"ComPsych, GA",194,"1519 Johnson Ferry Road, Suite #100, Marietta, GA 30062-6410",Kadiant LLC,1811547052,833935694,Commercial,No ,Complete,Bill under group,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,3/1/2021,11/29/2024,,,,,
194,GA,ComPsych,"ComPsych, GA",194,"2711 Irvin Way, Suite 201, Decatur , GA 30030-1724",Kadiant LLC,1811547052,833935694,Commercial,No ,Complete,Bill under group,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,3/1/2021,11/29/2024,,,,,
194,GA,ComPsych,"ComPsych, GA",194,"2810 Premiere Pkwy, Suite 500 , Duluth, GA 30097-8912",Kadiant LLC,1811547052,833935694,Commercial,No ,Complete,Bill under group,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,3/1/2021,11/29/2024,,,,,
194,GA,ComPsych,"ComPsych, GA",194,"7360 McGinnis Ferry Rd, Suite 100, Johns Creek, GA 30024-6603",Kadiant LLC,1811547052,833935694,Commercial,No ,Complete,Bill under group,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,3/1/2021,11/29/2024,,,,,
194,GA,ComPsych,"ComPsych, GA",194,"955 Interstate Ridge Drive Suite ABC, Gainesville, GA 30501-7013",Kadiant LLC,1811547052,833935694,Commercial,No ,Complete,Bill under group,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,3/1/2021,11/29/2024,,,,,
134,DC,AmeriHealth ,"AmeriHealth , DC",134,"400 East Pratt Street, 8th Floor, Baltimore Maryland 21202",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/15/2021,11/29/2024,,,,,
152,DC,Carefirst BCBS RPN/PAR,"Carefirst BCBS RPN/PAR, DC",152,"1050 Connecticut Ave NW, Suite 500, Washington D.C., 20036",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,F/U,?,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/8/2020,11/29/2024,,,,,
155,DC,Carefirst Blue Choice,"Carefirst Blue Choice, DC",155,"1050 Connecticut Ave NW, Suite 500, Washington D.C., 20036",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,F/U,?,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/8/2020,11/29/2024,,,,,
167,DC,Cigna,"Cigna, DC",167,"1050 Connecticut Ave NW, Suite 500, Washington D.C., 20036",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,ID 5792996,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/15/2020,11/29/2024,,,,,
169,MD,Cigna,"Cigna, MD",169,"400 East Pratt Street, 8th Floor, Baltimore Maryland 21202",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,ID 5792916,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/15/2020,11/29/2024,,,,,
